UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
197744,2,R,200,A,,A,,R,200
197744,3,R,200,A,,A,,R,200
197744,12,R,47,A,,A,,R,47
197814,1,R,3469,R,2450,R,925,R,94
197814,2,R,3469,R,2450,R,925,R,94
197814,3,R,1784,R,1281,R,443,R,60
197814,11,R,1685,R,1169,R,482,R,34
197850,1,R,4805,R,1477,R,2448,R,880
197850,2,R,4805,R,1477,R,2448,R,880
197850,3,R,2066,R,421,R,1201,R,444
197850,11,R,2739,R,1056,R,1247,R,436
197869,1,R,23026,R,2776,R,14986,R,5264
197869,2,R,20856,R,1714,R,14428,R,4714
197869,3,R,20629,R,1621,R,14405,R,4603
197869,11,R,227,R,93,R,23,R,111
197869,12,R,2170,R,1062,R,558,R,550
197887,1,R,9190,R,3297,R,3600,R,2293
197887,2,R,9190,R,3297,R,3600,R,2293
197887,3,R,7265,R,2254,R,3219,R,1792
197887,11,R,1925,R,1043,R,381,R,501
197911,1,R,1387,R,257,R,983,R,147
197911,2,R,1263,R,236,R,923,R,104
197911,3,R,1069,R,63,R,905,R,101
197911,11,R,194,R,173,R,18,R,3
197911,12,R,124,R,21,R,60,R,43
197966,1,R,2523,R,1033,R,1055,R,435
197966,2,R,2523,R,1033,R,1055,R,435
197966,3,R,1432,R,830,R,421,R,181
197966,11,R,1091,R,203,R,634,R,254
197984,1,R,1797,R,203,R,657,R,937
197984,2,R,1684,R,90,R,657,R,937
197984,3,R,1563,R,84,R,650,R,829
197984,11,R,121,R,6,R,7,R,108
197984,12,R,113,R,113,R,0,R,0
197993,1,R,203,R,22,R,143,R,38
197993,2,R,203,R,22,R,143,R,38
197993,3,R,198,R,22,R,141,R,35
197993,11,R,5,R,0,R,2,R,3
198011,1,R,1406,R,762,R,498,R,146
198011,2,R,1406,R,762,R,498,R,146
198011,3,R,1021,R,650,R,250,R,121
198011,11,R,385,R,112,R,248,R,25
198039,1,R,3970,R,1586,R,2317,R,67
198039,2,R,3970,R,1586,R,2317,R,67
198039,3,R,2475,R,971,R,1461,R,43
198039,11,R,1495,R,615,R,856,R,24
198066,1,R,840,R,13,R,32,R,795
198066,2,R,809,R,5,R,20,R,784
198066,3,R,795,R,0,R,20,R,775
198066,11,R,14,R,5,R,0,R,9
198066,12,R,31,R,8,R,12,R,11
198084,1,R,2590,R,1115,R,1284,R,191
198084,2,R,2590,R,1115,R,1284,R,191
198084,3,R,1434,R,491,R,793,R,150
198084,11,R,1156,R,624,R,491,R,41
198109,1,R,880,R,151,R,612,R,117
198109,2,R,774,R,119,R,538,R,117
198109,3,R,709,R,116,R,536,R,57
198109,11,R,65,R,3,R,2,R,60
198109,12,R,106,R,32,R,74,R,0
198118,1,R,4834,R,1706,R,1894,R,1234
198118,2,R,4834,R,1706,R,1894,R,1234
198118,3,R,3046,R,1194,R,1291,R,561
198118,11,R,1788,R,512,R,603,R,673
198136,1,R,5697,R,1062,R,1830,R,2805
198136,2,R,3243,R,725,R,1217,R,1301
198136,3,R,3196,R,713,R,1201,R,1282
198136,11,R,47,R,12,R,16,R,19
198136,12,R,2454,R,337,R,613,R,1504
198154,1,R,26685,R,7659,R,5339,R,13687
198154,2,R,26685,R,7659,R,5339,R,13687
198154,3,R,13319,R,6403,R,4590,R,2326
198154,11,R,13366,R,1256,R,749,R,11361
198206,1,R,2171,R,1048,R,624,R,499
198206,2,R,2171,R,1048,R,624,R,499
198206,3,R,1549,R,562,R,590,R,397
198206,11,R,622,R,486,R,34,R,102
198215,1,R,1471,R,342,R,490,R,639
198215,2,R,1370,R,266,R,478,R,626
198215,3,R,1234,R,160,R,461,R,613
198215,11,R,136,R,106,R,17,R,13
198215,12,R,101,R,76,R,12,R,13
198233,1,R,6241,R,4073,R,1965,R,203
198233,2,R,6241,R,4073,R,1965,R,203
198233,3,R,3223,R,1704,R,1391,R,128
198233,11,R,3018,R,2369,R,574,R,75
198251,1,R,7357,R,1834,R,3601,R,1922
198251,2,R,7357,R,1834,R,3601,R,1922
198251,3,R,4384,R,1343,R,2228,R,813
198251,11,R,2973,R,491,R,1373,R,1109
198260,1,R,26949,R,9321,R,11478,R,6150
198260,2,R,26949,R,9321,R,11478,R,6150
198260,3,R,19288,R,4985,R,9456,R,4847
198260,11,R,7661,R,4336,R,2022,R,1303
198303,1,R,784,R,122,R,487,R,175
198303,2,R,677,R,37,R,465,R,175
198303,3,R,660,R,20,R,465,R,175
198303,11,R,17,R,17,R,0,R,0
198303,12,R,107,R,85,R,22,R,0
198321,1,R,3723,R,1640,R,1535,R,548
198321,2,R,3723,R,1640,R,1535,R,548
198321,3,R,2236,R,982,R,932,R,322
198321,11,R,1487,R,658,R,603,R,226
198330,1,R,4827,R,1895,R,2002,R,930
198330,2,R,4827,R,1895,R,2002,R,930
198330,3,R,3658,R,1361,R,1690,R,607
198330,11,R,1169,R,534,R,312,R,323
198367,1,R,3912,R,430,R,3021,R,461
198367,2,R,3912,R,430,R,3021,R,461
198367,3,R,2540,R,269,R,1875,R,396
198367,11,R,1372,R,161,R,1146,R,65
198376,1,R,5112,R,2006,R,2198,R,908
198376,2,R,5112,R,2006,R,2198,R,908
198376,3,R,3130,R,1224,R,1445,R,461
198376,11,R,1982,R,782,R,753,R,447
198385,1,R,2080,A,,A,,R,2080
198385,2,R,2080,A,,A,,R,2080
198385,3,R,2077,A,,A,,R,2077
198385,11,R,3,A,,A,,R,3
198419,1,R,18360,R,1335,R,2184,R,14841
198419,2,R,6626,R,1,R,416,R,6209
198419,3,R,6483,R,1,R,415,R,6067
198419,11,R,143,R,0,R,1,R,142
198419,12,R,11734,R,1334,R,1768,R,8632
198455,1,R,7821,R,4693,R,2522,R,606
198455,2,R,7821,R,4693,R,2522,R,606
198455,3,R,5686,R,3369,R,1858,R,459
198455,11,R,2135,R,1324,R,664,R,147
198464,1,R,29704,R,9804,R,16036,R,3864
198464,2,R,23336,R,5731,R,15127,R,2478
198464,3,R,21342,R,4018,R,15013,R,2311
198464,11,R,1994,R,1713,R,114,R,167
198464,12,R,6368,R,4073,R,909,R,1386
198491,1,R,2120,R,1391,R,489,R,240
198491,2,R,2120,R,1391,R,489,R,240
198491,3,R,1520,R,1082,R,274,R,164
198491,11,R,600,R,309,R,215,R,76
198507,1,R,2504,R,730,R,1513,R,261
198507,2,R,2375,R,628,R,1495,R,252
198507,3,R,2069,R,422,R,1470,R,177
198507,11,R,306,R,206,R,25,R,75
198507,12,R,129,R,102,R,18,R,9
198516,1,R,7562,R,149,R,1948,R,5465
198516,2,R,6622,R,0,R,1860,R,4762
198516,3,R,6577,R,0,R,1860,R,4717
198516,11,R,45,R,0,R,0,R,45
198516,12,R,940,R,149,R,88,R,703
198534,1,R,15510,R,7843,R,6973,R,694
198534,2,R,15510,R,7843,R,6973,R,694
198534,3,R,12830,R,6867,R,5381,R,582
198534,11,R,2680,R,976,R,1592,R,112
198543,1,R,8337,R,3921,R,3859,R,557
198543,2,R,7066,R,2916,R,3669,R,481
198543,3,R,6595,R,2812,R,3445,R,338
198543,11,R,471,R,104,R,224,R,143
198543,12,R,1271,R,1005,R,190,R,76
198552,1,R,11847,R,5148,R,4412,R,2287
198552,2,R,11847,R,5148,R,4412,R,2287
198552,3,R,8547,R,3208,R,3680,R,1659
198552,11,R,3300,R,1940,R,732,R,628
198561,1,R,3485,R,1105,R,1658,R,722
198561,2,R,1979,R,528,R,1135,R,316
198561,3,R,1979,R,528,R,1135,R,316
198561,12,R,1506,R,577,R,523,R,406
198570,1,R,8026,R,4717,R,2836,R,473
198570,2,R,8026,R,4717,R,2836,R,473
198570,3,R,4572,R,2333,R,2001,R,238
198570,11,R,3454,R,2384,R,835,R,235
198598,1,R,1029,R,194,R,315,R,520
198598,2,R,903,R,82,R,302,R,519
198598,3,R,701,R,35,R,256,R,410
198598,11,R,202,R,47,R,46,R,109
198598,12,R,126,R,112,R,13,R,1
198613,1,R,1306,R,0,R,545,R,761
198613,2,R,1235,R,0,R,491,R,744
198613,3,R,1065,R,0,R,416,R,649
198613,11,R,170,R,0,R,75,R,95
198613,12,R,71,R,0,R,54,R,17
198622,1,R,15434,R,5887,R,6053,R,3494
198622,2,R,15434,R,5887,R,6053,R,3494
198622,3,R,12246,R,4658,R,4988,R,2600
198622,11,R,3188,R,1229,R,1065,R,894
198640,1,R,1464,R,850,R,492,R,122
198640,2,R,1464,R,850,R,492,R,122
198640,3,R,710,R,368,R,250,R,92
198640,11,R,754,R,482,R,242,R,30
198668,1,R,1716,R,839,R,648,R,229
198668,2,R,1716,R,839,R,648,R,229
198668,3,R,1055,R,522,R,438,R,95
198668,11,R,661,R,317,R,210,R,134
198677,1,R,38,R,38,A,,A,
198677,2,R,32,R,32,A,,A,
198677,3,R,31,R,31,A,,A,
198677,11,R,1,R,1,A,,A,
198677,12,R,6,R,6,A,,A,
198695,1,R,6294,R,384,R,365,R,5545
198695,2,R,5080,R,31,R,189,R,4860
198695,3,R,5038,R,2,R,180,R,4856
198695,11,R,42,R,29,R,9,R,4
198695,12,R,1214,R,353,R,176,R,685
198710,1,R,2583,R,1177,R,1005,R,401
198710,2,R,2583,R,1177,R,1005,R,401
198710,3,R,1638,R,690,R,700,R,248
198710,11,R,945,R,487,R,305,R,153
198729,1,R,1715,R,885,R,579,R,251
198729,2,R,1715,R,885,R,579,R,251
198729,3,R,935,R,418,R,365,R,152
198729,11,R,780,R,467,R,214,R,99
198756,1,R,1346,R,157,R,782,R,407
198756,2,R,1293,R,157,R,782,R,354
198756,3,R,1275,R,149,R,772,R,354
198756,11,R,18,R,8,R,10,R,0
198756,12,R,53,A,,A,,R,53
198774,1,R,6884,R,3095,R,2694,R,1095
198774,2,R,6884,R,3095,R,2694,R,1095
198774,3,R,4204,R,1483,R,1911,R,810
198774,11,R,2680,R,1612,R,783,R,285
198808,1,R,888,R,193,R,18,R,677
198808,2,R,862,R,167,R,18,R,677
198808,3,R,861,R,166,R,18,R,677
198808,11,R,1,R,1,R,0,R,0
198808,12,R,26,R,26,R,0,R,0
198817,1,R,3293,R,1714,R,1223,R,356
198817,2,R,3293,R,1714,R,1223,R,356
198817,3,R,1683,R,833,R,667,R,183
198817,11,R,1610,R,881,R,556,R,173
198835,1,R,2488,R,226,R,1651,R,611
198835,2,R,1578,R,52,R,1112,R,414
198835,3,R,1430,R,51,R,1092,R,287
198835,11,R,148,R,1,R,20,R,127
198835,12,R,910,R,174,R,539,R,197
198844,1,R,201,A,,A,,R,201
198844,2,R,201,A,,A,,R,201
198844,3,R,201,A,,A,,R,201
198862,1,R,896,R,0,R,595,R,301
198862,2,R,875,Z,0,R,595,R,280
198862,3,R,875,Z,0,R,595,R,280
198862,12,R,21,A,,A,,R,21
198871,1,R,513,A,,A,,R,513
198871,2,R,513,A,,A,,R,513
198871,3,R,513,A,,A,,R,513
198899,1,R,1114,R,100,R,610,R,404
198899,2,R,1059,R,74,R,601,R,384
198899,3,R,1051,R,72,R,598,R,381
198899,11,R,8,R,2,R,3,R,3
198899,12,R,55,R,26,R,9,R,20
198905,1,R,1037,R,533,R,417,R,87
198905,2,R,1037,R,533,R,417,R,87
198905,3,R,378,R,180,R,159,R,39
198905,11,R,659,R,353,R,258,R,48
198914,1,R,1131,R,364,R,547,R,220
198914,2,R,1131,R,364,R,547,R,220
198914,3,R,432,R,159,R,192,R,81
198914,11,R,699,R,205,R,355,R,139
198923,1,R,1578,R,822,R,550,R,206
198923,2,R,1578,R,822,R,550,R,206
198923,3,R,761,R,478,R,158,R,125
198923,11,R,817,R,344,R,392,R,81
198950,1,R,1705,R,37,R,0,R,1668
198950,2,R,1375,A,,A,,R,1375
198950,3,R,1315,A,,A,,R,1315
198950,11,R,60,A,,A,,R,60
198950,12,R,330,R,37,R,0,R,293
198969,1,R,1966,R,324,R,600,R,1042
198969,2,R,1617,R,274,R,600,R,743
198969,3,R,1590,R,274,R,598,R,718
198969,11,R,27,R,0,R,2,R,25
198969,12,R,349,R,50,R,0,R,299
198978,1,R,192,R,47,R,118,R,27
198978,2,R,192,R,47,R,118,R,27
198978,3,R,192,R,47,R,118,R,27
198987,1,R,4567,R,2427,R,1350,R,790
198987,2,R,4567,R,2427,R,1350,R,790
198987,3,R,2187,R,948,R,827,R,412
198987,11,R,2380,R,1479,R,523,R,378
199023,1,R,1251,R,278,R,575,R,398
199023,2,R,1251,R,278,R,575,R,398
199023,3,R,613,R,206,R,312,R,95
199023,11,R,638,R,72,R,263,R,303
199032,1,R,1287,R,458,R,460,R,369
199032,2,R,991,R,270,R,352,R,369
199032,3,R,982,R,270,R,350,R,362
199032,11,R,9,Z,0,R,2,R,7
199032,12,R,296,R,188,R,108,R,0
199069,1,R,2726,R,1714,R,651,R,361
199069,2,R,2478,R,1470,R,647,R,361
199069,3,R,2220,R,1262,R,640,R,318
199069,11,R,258,R,208,R,7,R,43
199069,12,R,248,R,244,R,4,R,0
199078,1,R,236,A,,A,,R,236
199078,2,R,236,A,,A,,R,236
199078,3,R,236,A,,A,,R,236
199087,1,R,3653,R,2144,R,1284,R,225
199087,2,R,3653,R,2144,R,1284,R,225
199087,3,R,2183,R,1162,R,911,R,110
199087,11,R,1470,R,982,R,373,R,115
199102,1,R,15413,R,1978,R,10468,R,2967
199102,2,R,13493,R,1356,R,9952,R,2185
199102,3,R,13036,R,1243,R,9896,R,1897
199102,11,R,457,R,113,R,56,R,288
199102,12,R,1920,R,622,R,516,R,782
199111,1,R,3339,R,114,R,997,R,2228
199111,2,R,3319,R,114,R,997,R,2208
199111,3,R,3077,R,53,R,975,R,2049
199111,11,R,242,R,61,R,22,R,159
199111,12,R,20,A,,A,,R,20
199120,1,R,34640,R,2057,R,13066,R,19517
199120,2,R,21906,R,230,R,10003,R,11673
199120,3,R,21278,R,163,R,9980,R,11135
199120,11,R,628,R,67,R,23,R,538
199120,12,R,12734,R,1827,R,3063,R,7844
199139,1,R,34158,R,3941,R,21361,R,8856
199139,2,R,26495,R,1500,R,18485,R,6510
199139,3,R,25683,R,1306,R,18320,R,6057
199139,11,R,812,R,194,R,165,R,453
199139,12,R,7663,R,2441,R,2876,R,2346
199148,1,R,19903,R,5198,R,11398,R,3307
199148,2,R,15744,R,3361,R,10294,R,2089
199148,3,R,15194,R,3251,R,10110,R,1833
199148,11,R,550,R,110,R,184,R,256
199148,12,R,4159,R,1837,R,1104,R,1218
199157,1,R,9008,R,2091,R,5169,R,1748
199157,2,R,6800,R,1224,R,4550,R,1026
199157,3,R,6074,R,1093,R,4408,R,573
199157,11,R,726,R,131,R,142,R,453
199157,12,R,2208,R,867,R,619,R,722
199184,1,R,1085,R,1,R,323,R,761
199184,2,R,912,R,1,R,317,R,594
199184,3,R,911,R,1,R,317,R,593
199184,11,R,1,R,0,R,0,R,1
199184,12,R,173,R,0,R,6,R,167
199193,1,R,41029,R,4196,R,21496,R,15337
199193,2,R,29839,R,1418,R,19103,R,9318
199193,3,R,27840,R,716,R,18701,R,8423
199193,11,R,1999,R,702,R,402,R,895
199193,12,R,11190,R,2778,R,2393,R,6019
199209,1,R,1772,R,706,R,458,R,608
199209,2,R,1523,R,457,R,458,R,608
199209,3,R,1395,R,357,R,448,R,590
199209,11,R,128,R,100,R,10,R,18
199209,12,R,249,R,249,R,0,R,0
199218,1,R,20709,R,6021,R,11791,R,2897
199218,2,R,16274,R,2703,R,11179,R,2392
199218,3,R,15773,R,2601,R,11085,R,2087
199218,11,R,501,R,102,R,94,R,305
199218,12,R,4435,R,3318,R,612,R,505
199263,1,R,554,R,353,R,132,R,69
199263,2,R,554,R,353,R,132,R,69
199263,3,R,269,R,182,R,54,R,33
199263,11,R,285,R,171,R,78,R,36
199272,1,R,1075,R,428,R,37,R,610
199272,2,R,1075,R,428,R,37,R,610
199272,3,R,757,R,184,R,30,R,543
199272,11,R,318,R,244,R,7,R,67
199281,1,R,9501,R,5247,R,3040,R,1214
199281,2,R,6567,R,2685,R,2713,R,1169
199281,3,R,6344,R,2535,R,2689,R,1120
199281,11,R,223,R,150,R,24,R,49
199281,12,R,2934,R,2562,R,327,R,45
199306,1,R,1042,R,243,R,604,R,195
199306,2,R,688,R,42,R,485,R,161
199306,3,R,688,R,42,R,485,R,161
199306,12,R,354,R,201,R,119,R,34
199324,1,R,1716,R,487,R,820,R,409
199324,2,R,1716,R,487,R,820,R,409
199324,3,R,1080,R,395,R,469,R,216
199324,11,R,636,R,92,R,351,R,193
199333,1,R,11182,R,5531,R,2937,R,2714
199333,2,R,11182,R,5531,R,2937,R,2714
199333,3,R,7336,R,3647,R,2348,R,1341
199333,11,R,3846,R,1884,R,589,R,1373
199412,1,R,2103,R,446,R,1227,R,430
199412,2,R,1470,R,33,R,1049,R,388
199412,3,R,1451,R,30,R,1045,R,376
199412,11,R,19,R,3,R,4,R,12
199412,12,R,633,R,413,R,178,R,42
199421,1,R,3411,R,1791,R,1295,R,325
199421,2,R,3411,R,1791,R,1295,R,325
199421,3,R,1872,R,808,R,928,R,136
199421,11,R,1539,R,983,R,367,R,189
199449,1,R,3141,R,1138,R,924,R,1079
199449,2,R,3141,R,1138,R,924,R,1079
199449,3,R,1733,R,844,R,638,R,251
199449,11,R,1408,R,294,R,286,R,828
199458,1,R,186,R,28,R,84,R,74
199458,2,R,186,R,28,R,84,R,74
199458,3,R,177,R,28,R,84,R,65
199458,11,R,9,R,0,R,0,R,9
199467,1,R,854,R,415,R,353,R,86
199467,2,R,854,R,415,R,353,R,86
199467,3,R,368,R,230,R,120,R,18
199467,11,R,486,R,185,R,233,R,68
199476,1,R,2715,R,1408,R,703,R,604
199476,2,R,2715,R,1408,R,703,R,604
199476,3,R,1903,R,991,R,474,R,438
199476,11,R,812,R,417,R,229,R,166
199485,1,R,2202,R,1239,R,835,R,128
199485,2,R,2202,R,1239,R,835,R,128
199485,3,R,1437,R,848,R,511,R,78
199485,11,R,765,R,391,R,324,R,50
199494,1,R,8806,R,3129,R,3635,R,2042
199494,2,R,8806,R,3129,R,3635,R,2042
199494,3,R,5271,R,1731,R,2398,R,1142
199494,11,R,3535,R,1398,R,1237,R,900
199582,1,R,975,R,107,R,839,R,29
199582,2,R,960,R,94,R,839,R,27
199582,3,R,793,R,91,R,680,R,22
199582,11,R,167,R,3,R,159,R,5
199582,12,R,15,R,13,R,0,R,2
199607,1,R,559,R,82,R,340,R,137
199607,2,R,461,R,12,R,333,R,116
199607,3,R,400,R,8,R,307,R,85
199607,11,R,61,R,4,R,26,R,31
199607,12,R,98,R,70,R,7,R,21
199625,1,R,2273,R,1460,R,667,R,146
199625,2,R,2273,R,1460,R,667,R,146
199625,3,R,1234,R,675,R,428,R,131
199625,11,R,1039,R,785,R,239,R,15
199634,1,R,4903,R,2070,R,1709,R,1124
199634,2,R,4903,R,2070,R,1709,R,1124
199634,3,R,2961,R,1076,R,1250,R,635
199634,11,R,1942,R,994,R,459,R,489
199643,1,R,1078,R,146,R,662,R,270
199643,2,R,941,R,131,R,561,R,249
199643,3,R,922,R,129,R,559,R,234
199643,11,R,19,R,2,R,2,R,15
199643,12,R,137,R,15,R,101,R,21
199689,1,R,253,A,,A,,R,253
199689,2,R,253,A,,A,,R,253
199689,3,R,253,A,,A,,R,253
199698,1,R,845,R,251,R,525,R,69
199698,2,R,817,R,226,R,525,R,66
199698,3,R,817,R,226,R,525,R,66
199698,12,R,28,R,25,R,0,R,3
199722,1,R,1813,R,486,R,806,R,521
199722,2,R,1813,R,486,R,806,R,521
199722,3,R,1108,R,362,R,532,R,214
199722,11,R,705,R,124,R,274,R,307
199731,1,R,2860,R,1029,R,1273,R,558
199731,2,R,2860,R,1029,R,1273,R,558
199731,3,R,2244,R,830,R,1111,R,303
199731,11,R,616,R,199,R,162,R,255
199740,1,R,3346,R,1866,R,1091,R,389
199740,2,R,3346,R,1866,R,1091,R,389
199740,3,R,2013,R,1038,R,701,R,274
199740,11,R,1333,R,828,R,390,R,115
199759,1,R,4118,R,1456,R,901,R,1761
199759,2,R,1324,R,244,R,240,R,840
199759,3,R,578,R,174,R,226,R,178
199759,11,R,746,R,70,R,14,R,662
199759,12,R,2794,R,1212,R,661,R,921
199768,1,R,3576,R,816,R,1571,R,1189
199768,2,R,3576,R,816,R,1571,R,1189
199768,3,R,1851,R,458,R,919,R,474
199768,11,R,1725,R,358,R,652,R,715
199786,1,R,5774,R,3261,R,1905,R,608
199786,2,R,5774,R,3261,R,1905,R,608
199786,3,R,3691,R,1943,R,1410,R,338
199786,11,R,2083,R,1318,R,495,R,270
199795,1,R,1342,R,626,R,567,R,149
199795,2,R,1342,R,626,R,567,R,149
199795,3,R,631,R,338,R,225,R,68
199795,11,R,711,R,288,R,342,R,81
199838,1,R,3868,R,2093,R,1269,R,506
199838,2,R,3868,R,2093,R,1269,R,506
199838,3,R,2182,R,1365,R,612,R,205
199838,11,R,1686,R,728,R,657,R,301
199847,1,R,9843,R,1439,R,2466,R,5938
199847,2,R,5610,R,54,R,1866,R,3690
199847,3,R,5550,R,25,R,1850,R,3675
199847,11,R,60,R,29,R,16,R,15
199847,12,R,4233,R,1385,R,600,R,2248
199856,1,R,32902,R,14815,R,12712,R,5375
199856,2,R,32902,R,14815,R,12712,R,5375
199856,3,R,25407,R,9585,R,11679,R,4143
199856,11,R,7495,R,5230,R,1033,R,1232
199865,1,R,861,R,0,R,118,R,743
199865,2,R,793,R,0,R,50,R,743
199865,3,R,753,R,0,R,50,R,703
199865,11,R,40,R,0,R,0,R,40
199865,12,R,68,R,0,R,68,R,0
199883,1,R,159,A,,A,,R,159
199883,2,R,159,A,,A,,R,159
199883,3,R,159,A,,A,,R,159
199892,1,R,4198,R,1911,R,1641,R,646
199892,2,R,4198,R,1911,R,1641,R,646
199892,3,R,2692,R,1026,R,1230,R,436
199892,11,R,1506,R,885,R,411,R,210
199908,1,R,2334,R,634,R,1134,R,566
199908,2,R,2334,R,634,R,1134,R,566
199908,3,R,1444,R,409,R,706,R,329
199908,11,R,890,R,225,R,428,R,237
199926,1,R,3096,R,1132,R,1368,R,596
199926,2,R,3096,R,1132,R,1368,R,596
199926,3,R,1683,R,520,R,938,R,225
199926,11,R,1413,R,612,R,430,R,371
199953,1,R,2559,R,1628,R,730,R,201
199953,2,R,2559,R,1628,R,730,R,201
199953,3,R,1205,R,736,R,332,R,137
199953,11,R,1354,R,892,R,398,R,64
199962,1,R,3594,R,287,R,1294,R,2013
199962,2,R,2656,R,110,R,1181,R,1365
199962,3,R,2631,R,110,R,1175,R,1346
199962,11,R,25,R,0,R,6,R,19
199962,12,R,938,R,177,R,113,R,648
199971,1,R,96,Z,0,R,76,R,20
199971,2,R,71,Z,0,R,51,R,20
199971,3,R,71,Z,0,R,51,R,20
199971,12,R,25,Z,0,R,25,R,0
199980,1,R,216,A,,A,,R,216
199980,2,R,216,A,,A,,R,216
199980,3,R,216,A,,A,,R,216
199999,1,R,5324,R,998,R,3918,R,408
199999,2,R,4711,R,607,R,3731,R,373
199999,3,R,4660,R,587,R,3725,R,348
199999,11,R,51,R,20,R,6,R,25
199999,12,R,613,R,391,R,187,R,35
200004,1,R,13206,R,3809,R,5459,R,3938
200004,2,R,11291,R,3062,R,4703,R,3526
200004,3,R,11072,R,2929,R,4685,R,3458
200004,11,R,219,R,133,R,18,R,68
200004,12,R,1915,R,747,R,756,R,412
200013,1,R,477,R,221,R,202,R,54
200013,2,R,477,R,221,R,202,R,54
200013,3,R,476,R,220,R,202,R,54
200013,11,R,1,R,1,R,0,R,0
200022,1,R,5401,R,2010,R,1025,R,2366
200022,2,R,5401,R,2010,R,1025,R,2366
200022,3,R,3149,R,1397,R,914,R,838
200022,11,R,2252,R,613,R,111,R,1528
200059,1,R,1759,R,538,R,549,R,672
200059,2,R,1683,R,472,R,541,R,670
200059,3,R,1233,R,343,R,536,R,354
200059,11,R,450,R,129,R,5,R,316
200059,12,R,76,R,66,R,8,R,2
200086,1,R,354,R,0,R,0,R,354
200086,2,R,354,R,0,R,0,R,354
200086,3,R,187,R,0,R,0,R,187
200086,11,R,167,R,0,R,0,R,167
200110,1,R,77,A,,A,,R,77
200110,2,R,77,A,,A,,R,77
200110,3,R,77,A,,A,,R,77
200156,1,R,1484,R,353,R,385,R,746
200156,2,R,1097,R,96,R,356,R,645
200156,3,R,1030,R,96,R,353,R,581
200156,11,R,67,Z,0,R,3,R,64
200156,12,R,387,R,257,R,29,R,101
200192,1,R,2625,R,1358,R,281,R,986
200192,2,R,2625,R,1358,R,281,R,986
200192,3,R,742,R,334,R,183,R,225
200192,11,R,1883,R,1024,R,98,R,761
200208,1,R,475,R,11,R,124,R,340
200208,2,R,475,R,11,R,124,R,340
200208,3,R,408,R,7,R,114,R,287
200208,11,R,67,R,4,R,10,R,53
200217,1,R,4626,R,1486,R,1730,R,1410
200217,2,R,3022,R,448,R,1324,R,1250
200217,3,R,2490,R,428,R,1294,R,768
200217,11,R,532,R,20,R,30,R,482
200217,12,R,1604,R,1038,R,406,R,160
200226,1,R,1403,R,870,R,161,R,372
200226,2,R,1320,R,787,R,161,R,372
200226,3,R,844,R,378,R,147,R,319
200226,11,R,476,R,409,R,14,R,53
200226,12,R,83,R,83,R,0,R,0
200253,1,R,3264,R,934,R,1212,R,1118
200253,2,R,2956,R,752,R,1140,R,1064
200253,3,R,2330,R,467,R,1065,R,798
200253,11,R,626,R,285,R,75,R,266
200253,12,R,308,R,182,R,72,R,54
200280,1,R,18449,R,8501,R,5210,R,4738
200280,2,R,13613,R,5838,R,4452,R,3323
200280,3,R,10421,R,2957,R,4444,R,3020
200280,11,R,3192,R,2881,R,8,R,303
200280,12,R,4836,R,2663,R,758,R,1415
200305,1,R,4056,R,707,R,614,R,2735
200305,2,R,4056,R,707,R,614,R,2735
200305,3,R,1960,R,243,R,556,R,1161
200305,11,R,2096,R,464,R,58,R,1574
200314,1,R,1513,R,989,R,247,R,277
200314,2,R,1513,R,989,R,247,R,277
200314,3,R,493,R,265,R,141,R,87
200314,11,R,1020,R,724,R,106,R,190
200332,1,R,13041,R,1371,R,6295,R,5375
200332,2,R,10508,R,888,R,5795,R,3825
200332,3,R,10098,R,740,R,5749,R,3609
200332,11,R,410,R,148,R,46,R,216
200332,12,R,2533,R,483,R,500,R,1550
200341,1,R,1268,R,393,R,490,R,385
200341,2,R,1268,R,393,R,490,R,385
200341,3,R,785,R,186,R,460,R,139
200341,11,R,483,R,207,R,30,R,246
200466,1,R,422,R,86,R,128,R,208
200466,2,R,359,R,44,R,107,R,208
200466,3,R,333,R,42,R,107,R,184
200466,11,R,26,R,2,R,0,R,24
200466,12,R,63,R,42,R,21,R,0
200484,1,R,363,R,52,R,176,R,135
200484,2,R,158,R,24,R,27,R,107
200484,3,R,149,R,17,R,26,R,106
200484,11,R,9,R,7,R,1,R,1
200484,12,R,205,R,28,R,149,R,28
200527,1,R,915,R,113,R,525,R,277
200527,2,R,891,R,113,R,525,R,253
200527,3,R,802,R,68,R,514,R,220
200527,11,R,89,R,45,R,11,R,33
200527,12,R,24,A,,A,,R,24
200554,1,R,727,R,206,R,267,R,254
200554,2,R,727,R,206,R,267,R,254
200554,3,R,691,R,189,R,266,R,236
200554,11,R,36,R,17,R,1,R,18
200572,1,R,2193,R,679,R,534,R,980
200572,2,R,2024,R,512,R,532,R,980
200572,3,R,1031,R,267,R,480,R,284
200572,11,R,993,R,245,R,52,R,696
200572,12,R,169,R,167,R,2,R,0
200590,1,R,323,R,37,R,240,R,46
200590,2,R,323,R,37,R,240,R,46
200590,3,R,323,R,37,R,240,R,46
200697,1,R,1491,R,666,R,179,R,646
200697,12,R,1491,R,666,R,179,R,646
200785,1,R,755,R,398,R,262,R,95
200785,2,R,755,R,398,R,262,R,95
200785,3,R,746,R,389,R,262,R,95
